id,name,lat,long,located in
G1KR1134,日巴寺,31.15,96.46667,ri bo che rdzong /; Riwoche county; 类乌齐县
G1BR018,Atsaisky datsan,51.13972,106.56694,Buryatia
G4585,gzim khun dgon/; 森库寺,29.96804,91.16569,lhun grub rdzong /; 林周县; Lhundrub county
G4321,bkra shis chos gling /; 扎西曲林寺,29.86667,93.25,kong po rgya mda' rdzong /; 工布江达县; Kongpo Gyamda County
G2579,相古寺; zhang 'gu dgon/,32.71394,97.41267,yul shul rdzong /; 玉树县
G00AG01802,mkhar rgya bo bya khyung dgon pa/,,,kong po/; rkyen/
G2266,伦珠曲丁寺; lhun grub chos sdings dgon/; Rutok Tashi Choling,33.41,79.64,ru thog rdzong /; 日土县; Rutok County; ru thog chus (ru thog rdzong)
G1KR1666,阿扎寺,30.65,93.28333,嘉黎县; Lhari county; lha ri rdzong /
G214,边钦寺; ban chen dgon/; Banchen Gon,32.84455,97.14682,yul shul rdzong /; 玉树县
G1894,切扎寺; chos tsha dgon/,36.43643,100.28537,共和县; chab cha rdzong /
G3757,bar khyim dgon/; 巴金寺,31.11667,98.9,dpal yul rdzong /; Palyul county; 白玉县
G3393,rab brtan dgon/,,,Biru county; 'bri ru rdzong /; 比如县
G3260,sa 'dul dgon pa/,,,
G1PD96125,安达其哈卡昂寺; mkhar nang dgon pa/,36.01813,101.98922,化隆回族自治县; ba yan rdzong /
G1KR2476,索乃亥寺; so nag dgon/,35.00094,101.471,rtse khog rdzong /; 泽库县
G1KR142,gor dbu dgon/; 果尔莫寺,31.77766,101.29823,'dzam thang rdzong /; 壤塘县
G2859,'og gzhi 'gram dgon/,,,Lhorong county; 洛隆县; lho rong rdzong /
G1KR1981,kwa hwa dgon/; 噶哈寺,33.60095,104.2993,舟曲县; 'brug chu rdzong /
G173,rgya yag dgon/; 红沟下寺,37.48333,102.56667,dpa' ris rdzong /; 天祝县
G2726,gtsang mda' dgon/,,,
G4288,brag mkhar dgon/,,,
G1KR2510,夸力亥寺; mkhon lhas mtshams khang /,35.18088,100.43329,同德县; gad pa sum mdo rdzong /
G1KR2669,斗合隆寺; stag lung dgon/,33.4,101.5,gser thar rdzong /; 色达县; Serta county
G1KR2451,古鲁寺; rma mgur dgon/,35.95,101.96,gcan tsha rdzong /; 尖扎县
G1PD96105,金刚寺; rtag brtan rdo rje gling /,36.86369,102.1893,Gonlung; dgon lung rdzong /; 互助县
G1DOMM0039,Ekh daginiin aimgiin khural,47.92,106.92,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G2534,a mchog bor chung ri khrod/; 阿木去乎修证院,34.84807,102.70921,bsang chu rdzong /; 夏河县
G1KR1665,拉日寺; lha ri dgon/,30.65,93.28333,嘉黎县; Lhari county; lha ri rdzong /
G3394,rgod lung dgon/,,,Biru county; 'bri ru rdzong /; 比如县
G1831,yul lha'i lha khang /,,,khri ka rdzong /; 贵德县
G4818,rkyang 'dur dgon/,,,
G2620,'ge'u dgon pa/; 改吾寺,31.89549,96.128,nang chen rdzong /; 囊谦县; Nangchen County
G1KR133,snar 'dus dgon/; 斯拉尔底寺,32.25125,101.89459,马尔康县; Barkham County; 'bar khams rdzong /
G1KR2387,白佛寺; la mo sgar/,36.87396,100.73,海晏县; mda' bzhi rdzong /
G1964,rgya mkhar sgar/; Gyakar Gar,,,gtsos/; gtsos grong khyer/; Zoi City; 合作市
G4843,dga' ru dgon/; 噶如寺,33.77344,104.18816,舟曲县; 'brug chu rdzong /
G3399,pad dkar dgon/,,,Biru county; 'bri ru rdzong /; 比如县
G1KR751,ang bzang dgon/; 龙绒寺,28.7,99.2,sde rong rdzong /; 得荣县; Derong county
G1KR2040,sgyis tshang nags ri dgon/; 吉仓纳日寺,34.65125,102.85521,碌曲县; klu chu rdzong /
G1KR2039,a la de'u mgo'i dgon/; 阿拉丁果寺,34.62115,102.9155,碌曲县; klu chu rdzong /
G1KR1998,巴西电尕寺（上，下寺）; dpal shis steng kha dgon/,34.10932,103.21964,迭部县; the bo rdzong /
G4570,theg chen bshad sgrub gling /; 梯青协珠林,29.73191,91.6661,mal gro gung dkar rdzong /; Medro Gongkar County; 墨竹工卡县
G1612,rgyal zhing dgon/; 甲衣寺,31.18333,100.3,nyag rong rdzong /; 新龙县; Nyakrong county
G3784,brag mkhar dgon/; 丈卡寺,30.31667,101.56667,康定县; Dardo county; dar mdo rdzong /
G1KR2477,so nag gter gsar/; 索乃亥德斯尔寺,35.00094,101.471,rtse khog rdzong /; 泽库县
G1KR1590,kha lung rdzong dgon/; 卡隆宗寺,29.15,86.61667,ngam ring rdzong /; Ngamring county; 昂仁县
G1969,rgyal lung ri khrod/,,,
G1860,瓦家寺; ba kyA grwa tshang /,36.01335,101.40151,khri ka rdzong /; 贵德县
G2068,chu mig dgon/,,,mal gro gung dkar rdzong /; Medro Gongkar County; 墨竹工卡县; thang skya shang (mal gro gung dkar rdzong)
G2582,多贡寺; rdo dgon/,32.38239,97.03628,yul shul rdzong /; 玉树县
G2276,brag gyam dgon/; 扎江寺,32.21,83.99,sger rtse rdzong /; 改则县; Gertse County; sgar rdzong /; 噶尔县; Gar County; khang thog chus (sger rtse rdzong)
G1KR804,布顶寺,28.86667,99.1,Dechen County; 德钦县; bde chen rdzong /
G4634,chos 'khor rgyal/; 曲科杰寺,29.45252,92.72956,加查县; Gyatsha county; rgya tsha rdzong /; chos 'khor rgyal khul/
G1KR1661,仲俄寺,31.73333,92.75,Nagchu County; nag chu rdzong /; 那曲县
G1KR1672,革古寺,30.8,92.7,嘉黎县; Lhari county; lha ri rdzong /
G3JT12521,hal kha har thal pe'i ze/; Гандандамчаалин; Хардалын ганжуур; *dga' ldan dam chos gling /,46.23,110.83,khal kha/
G1KR2916,江河俄康; cang hwo sngags khang /,37.33,99.31,天峻县; them chen rdzong /
G2902,bka' cog dgon/,,,波密县; spo bo rdzong /; Pome County; shul mo chus (spo bo rdzong)
G3255,rgyal byed dgon/; 杰吉寺,29.39859,90.18752,snye mo rdzong /; 尼木县; Nyemo county; dar grong grong rdal (snye mo rdzong)
G2KR39,bkra shis chos 'khor gling /; Dashchoinkhorlin khiid; Dashchoinkhorlin khiid,48,106.93,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G1KR242,ma gsar bon dgon/; 玛色寺,32.80999,102.51544,rka khog rdzong /; 红原县
G1676,扎西寺; rtsa shul dgon/; tashi monastery,31.88333,99.33334,sde dge rdzong /; 德格县; Derge County
G4028,shing 'khar dgon/,,,sde rong rdzong /; 得荣县; Derong county
G2GS1264,木古隆寺; mu gu lung dgon/; Mugulung Gon,29.01667,87.65,mus/; lha rtse rdzong /; 拉孜县; Lhatse county; mu gu lung /
G1KR13,gser len dgon/; 较场寺,32.38667,103.47227,zung chu rdzong /; 松潘县
G00EGS1017290,sbag sa chos sgar/,,,india; rgya gar/; 印度
G2LS581,ri ba bkra shis chos gling /; 日娃扎西曲林寺,31.6,79.15,rtsa mda' rdzong /; 札达县; Tsada County
G1635,俄普寺; 'od phung dgon/,30.78333,100.03333,nyag rong rdzong /; 新龙县; Nyakrong county
G1KR2915,郭那帐房寺; go na dgon pa/,37.33,99.31,天峻县; them chen rdzong /
G1KR1001,莫荣寺,31.98333,97.11667,昌都县; chab mdo rdzong /; Chamdo county
G1DOMM0035,Tsagaan süm; kun dga' bde skyid gling /,47.92,106.93,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G1KR1985,甲嘎尔塘寺; rgya mkhar thang dgon/,33.52818,104.50942,舟曲县; 'brug chu rdzong /
G1BR033,Atagan-Dyrestuyskiy datsan,50.658056,106.069444,Buryatia
G1KR1628,dgon pa byang /; 贡巴强寺,28.23333,87.75,gting skyes rdzong /; Tingkye county; 定结县
G1KR2087,海马沟寺; he ma lung ba'i dgon pa/,36.44274,101.54423,湟中县; sku 'bum rdzong /
G1KR1668,措果寺,30.73333,93.35,嘉黎县; Lhari county; lha ri rdzong /
G1KR1464,Yedri; ye sgri dgon pa/; 叶止寺,28.96648,92.12606,chu gsum rdzong /; Chusum county; 曲松县
G1KR27,香扎寺; spyang tsha dgon/,33.60469,103.73473,南坪县; gzi tsha sde dgu rdzong /
G3397,ser bkra dgon/,,,Biru county; 'bri ru rdzong /; 比如县
G3010,达坚寺; ri bo mdangs can dgon/,28.96667,89.18333,pa snam rdzong /; 白朗县; Panam County
G1KR111,若布洛寺; gzigs spro dgon/,31.98498,102.0396,马尔康县; Barkham County; 'bar khams rdzong /
G3264,khams 'jo dgon/,,,
G3876,阿依寺; a yig dgon/,30.28333,100.6,li thang rdzong /; 理塘县; Litang county
G2900,spang dkar ri khrod/,,,波密县; spo bo rdzong /; Pome County; shul mo chus (spo bo rdzong); g.yu ri/
G1KR1734,帮吉寺,31.56667,94.65,Sok county; sog rdzong /; 索县
G1KR1002,岭达寺,31.98333,97.11667,昌都县; chab mdo rdzong /; Chamdo county
G1968,lcang lung sgar/,,,
G1KR2271,tan khang dgon pa/; 电岗寺,36.23088,101.7836,化隆回族自治县; ba yan rdzong /
G4590,sna mkhar dgon/; 那喀尔寺,29.99688,91.27463,lhun grub rdzong /; 林周县; Lhundrub county
G3398,bya sna dgon/,,,Biru county; 'bri ru rdzong /; 比如县
G1KR1012,珠古寺; tho gru gu dgon/,31.28333,97.51667,tho gru gu/; 昌都县; chab mdo rdzong /; Chamdo county
G2549,sog tsha dgon pa/,,,rkang tsha rdzong /; 刚察县
G1926,嘉扎寺; rgya bza' dgon/,35.11986,100.13,兴海县; rtsi gor thang rdzong /
G4150,bdud ri glang del dgon/,,,
G4283,jing gong dgon/,,,
G1KR2103,雪下洞寺; dkar po ri khrod/,36.65407,101.4,湟中县; sku 'bum rdzong /
G4813,spom brag dgon/,,,
G1KR1765,色西寺; ser zhig dgon/,30.665132,86.55082,Nyima county; nyi ma rdzong /; 尼玛县
G3084,brag sna chos rje grwa gtsang /,,,
G1PD96027,梧石沟寺; u shi brag dgon chen/,35.9246,102.76515,民和县; bka' ma log rdzong /
G1KR227,sum mdo dgon/; 森都寺,34.23996,102.89345,mdzod dge rdzong /; 若尔盖县
G1KR1011,khams pa sgar/; 康巴寺,31.28333,97.51667,昌都县; chab mdo rdzong /; Chamdo county
G1KR626,dpon ri dgon/; 奔日寺,33.06667,98.33334,ser shul rdzong /; Seshul county; 石渠县
G2417,pad+ma gling dgon/,,,chu shur rdzong /; 曲水县; Chushur County
G4282,rob gte g.yo dgon/,,,
G1KR1987,chu gdong dgon pa/; 坚地寺扎西曲登寺,33.45127,104.41601,舟曲县; 'brug chu rdzong /
G2LS519,byi'u dgon/; 齐乌寺,30.76,81.36,spu hreng rdzong /; Purang county; 普兰县
G1KR2437,察加寺; tshwa rgyal dgon/,35.42817,102.18261,同仁县; Rebkong County; reb gong rdzong /
G4812,karma lha steng dgon pa/,,,nang chen rdzong /; 囊谦县; Nangchen County
G3834,bAH gnas dgon/; 玲龙寺,31.21667,100.83334,brag 'go rdzong /; 炉霍县; Drakgo county
G1KR2042,bkra shis 'khyil ba'i ri khrod lnga /; 拉卜楞寺五座静修院,35.19761,102.44447,拉卜楞寺; Labrang Tashikyil; bla brang dgon pa/; bsang chu rdzong /; 夏河县
G1KR2479,拉卡寺; lA kha dgon/,34.64,101.6,河南蒙古族自治县; rma lho rdzong /
G17,噶陀寺; Katok Dorjeden; kaHthog dgon/,31.38333,98.95,dpal yul rdzong /; Palyul county; 白玉县
G3085,lha lung skyid spro dgon/,,,mal gro gung dkar rdzong /; Medro Gongkar County; 墨竹工卡县; rgya ma/
G4041,ra tso dgon/; 若宗寺,30.86667,101.83334,rong brag rdzong /; Rongdrak county; 丹巴县
G1KR1153,rtse drug dgon/; 孜珠寺,31.241765,95.858969,steng chen rdzong /; Tengchen County; 丁青县
G3JT12510,sems rtogs kha/,27.438432,89.669724,thim phu/; Thimphu
G2DOMM0011,dga' ldan dge rgyas gling /; Khalkhiin Zaya gegeenii Güshig datsan; Tsanid datsan; mtshan nyid grwa tshang /,47.08,106.93,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар; Baruun khuree; Баруун хүрээ; Рибогэзайгаданшаддүвлин; *ri bo dge rgyas dga' ldan bshad sgrub gling /
G1KR1700,snang gsal dgon/; 朗色寺,32.011338,92.386158,聂荣县; Nyanrong County; snyan rong rdzong /
G1PD95975,宝贝寺; dga' ldan rin chen gling /,37.05548,101.4982,大通县; gser khog rdzong /
G4281,byang sgang dgon/,,,
G3745,ba gnas pe ri dgon/,,,
G1KR234,结巴寺; rgyud pa dgon/,33.68274,103.22073,mdzod dge rdzong /; 若尔盖县
G221,shel dkar chos sde/; Shelkhar Chode; 协格尔曲德寺,28.13333,87.11667,ding ri rdzong /; 定日县; Tingri County
G1KR1562,o rgyan dgon/; 邬坚寺,28.96667,87.95,sa skya rdzong /; Sakya county; 萨迦县
G4280,mar srib kung phu dgon/,,,
G2832,ras chung phug; 热琼洞,29.15336,91.76162,sne gdong rdzong /; Nedong County; 乃东县
G1KR217,纳摩格尔登; stag tshang lha mo kir+ti dgon/,34.10209,102.7303,mdzod dge rdzong /; 若尔盖县
G3746,'bre tshe dgon/,,,
G2415,bud sde sgom chen dgon/; Bude Gomchen Gon,,,chu shur rdzong /; 曲水县; Chushur County
G168,达隆寺; zung zhan stag lung dgon/,37.11667,103.48333,dpa' ris rdzong /; 天祝县
G2DOMM0018,Agrim datsan; sngags rim grwa tshang /,47.92,106.93,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G2720,seb mda' dgon pa/; 赛达寺,33.00108,97.29864,称多县; khri 'du rdzong /
G3742,德卡寺; bde cha dgon/,30.86667,100.88333,rta'u rdzong /; 道孚县; Tawu county
G1935,瓜什则参康; mgar rtse mtshams khang /,35.31508,100.81255,同德县; gad pa sum mdo rdzong /
G4CZ321339,gzi mig dgon/,,,sikkim; 'bras ljongs/
G1KR744,朗岭寺; rnam gling dgon/,29.5,99.95,'dab pa rdzong /; 稻城县; Dabpa county
G3878,a mdo sgang thog dgon/,,,li thang rdzong /; 理塘县; Litang county
G2GS1302,'o chung dgon/; 俄琼寺,30.36667,96.56667,八宿县; Pashod County; dpa' shod rdzong /
G1KR243,mag gsar dgon/; 持明熟解岭,32.80999,102.53044,rka khog rdzong /; 红原县
G1KR1681,国龙尼寺,31.53333,93.11667,Biru county; 'bri ru rdzong /; 比如县
G4287,lcags rwa dgon/,,,
G4154,rdza stod lcang ma'i dgon/,,,rdza stod/
G2060,g.yang sgang dgon/,,,nyi ma lcang ra shang (mal gro gung dkar rdzong)
G1438,kong po de mo dgon/; 第穆寺,29.5,94.61667,林芝县; nying khri rdzong /; Nyingtri county
G4493,snang zhig dgon/; 郎依寺; Nangshik Monastery,32.90466,101.72959,阿坝县; rnga ba rdzong /
G1KR1020,地本寺; rdis bon dgon/,31.803337,98.126807,Joda County; 'jo mda' rdzong /; 江达县
G2725,布日寺; spu ri dgon/,32.05579,96.49707,nang chen rdzong /; 囊谦县; Nangchen County
G1961,a mchog sngon mo thang /; Amchok Ngonmotang,,,Gannan Prefecture; kan lho rang skyong khul/; 甘南州
G3922,g.yung drung bdud 'dul gling /,,,li thang rdzong /; 理塘县; Litang county
G1KR2685,拉泽恰贡帐房寺; lha rtse chab gong chos sgar/,35.10987,99.0355,玛多县; rma stod rdzong /
G3391,rwa khyim dgon/,,,Biru county; 'bri ru rdzong /; 比如县; rlan chu shang ('bri ru rdzong); 'gom tsho shog
G1KR1893,巴卡寺; rba kha dgon/,29.91667,95.46667,波密县; spo bo rdzong /; Pome County; spra rmog chus (spo bo rdzong)
G1KR1125,仁青顶寺,30.61667,98.9,贡觉县; Gongjo County; go 'jo rdzong /
G1KG21060,pad+ma phan bde chos gling /; pema phendey chholing,,,bkra shis sgang /
G1KR1997,bze kha dgon/; 日盖寺,34.05767,103.2383,迭部县; the bo rdzong /
G4699,曼龙寺; sman lung dgon/,35.19692,102.91018,Gannan Prefecture; kan lho rang skyong khul/; 甘南州
G2GS1049,ngom sgang dgon/,,,
G4286,tsha stod gnas ra dgon/,,,
G1656,maN+Dal dgon/; 门查寺,31.96667,98.66666,sde dge rdzong /; 德格县; Derge County
G3619,dga' ldan bdud 'joms gling /,,,lho brag rdzong /; 洛扎县; Lhodrag county
G10MS14315,mnga' ris chos sde dgon/,,,mnga' ris/; Ngari
G1KR797,拖位主寺,28.11667,98.93333,Dechen County; 德钦县; bde chen rdzong /
G1KR61,sa stod dgon/; 沙石多寺,32.10243,102.80775,khro chu rdzong /; 黑水县
G4153,brag lha rdzong dgon/,,,
G47,bde chen chos 'khor/; 德庆曲果寺,29.21521,90.82459,gong dkar rdzong /; Gongkar county; 贡嘎县
G62,yang ri sgar/; 羊日岗寺,30.00055,91.98757,mal gro gung dkar rdzong /; Medro Gongkar County; 墨竹工卡县; sangs ri sgang shang (mal gro gung dkar rdzong)
G1KR1667,达孜寺,30.65,93.28333,嘉黎县; Lhari county; lha ri rdzong /
G1659,brtse chen chos gling /,,,sde dge rdzong /; 德格县; Derge County
G1KR2723,ha zhug zi/; 哈休寺,33.35522,96.36483,yul shul rdzong /; 玉树县
G1526,'jol dga' ldan bde chen gling /,,,Dechen County; 德钦县; bde chen rdzong /
G1KR86,干木足寺; kam kyo dgon/,31.88099,102.48495,马尔康县; Barkham County; 'bar khams rdzong /
G4816,brgya mkhas gsang sngags gling /,,,
G3921,bon mgo dgon/,,,li thang rdzong /; 理塘县; Litang county
G1KR1124,郎措寺,30.61667,98.9,贡觉县; Gongjo County; go 'jo rdzong /
G3392,lha smon dgon/,,,Biru county; 'bri ru rdzong /; 比如县
G3997,bla rung sgar/; Larung Gar; 色达五明佛学院,32.153269,100.466955,gser thar rdzong /; 色达县; Serta county
G2543,秀脑日寺; phyug nor dgon/,37.28318,99.6,rkang tsha rdzong /; 刚察县
G802,zur mkhar theg chen gling /,,,
G4285,rgyang phu dgon/,,,
G1PD96050,chi kya zi/; 祁家寺,,,民和县; bka' ma log rdzong /
G1KR2373,岗察寺; ya rdzi'i rkang tsha dgon pa/,35.65587,102.30747,循化县; ya rdzi rdzong /
G1KR1123,贡嘎寺,30.61667,98.9,贡觉县; Gongjo County; go 'jo rdzong /
G1KR1527,贵恩拉康; gos sngon lha khang /,29.51667,89.58334,rnam gling rdzong /; 南木林县; Namling County; 'o yug
G1KR2791,岗察寺; rkang tsha zi/,33.37044,97.00859,称多县; khri 'du rdzong /
G1KR2211,庄子沟寺; krung this gu'u zi/,36.42867,102.71452,民和县; bka' ma log rdzong /
G1594,sa stod zhi ba dgon/; 俄巴寺,31.46667,100.11667,nyag rong rdzong /; 新龙县; Nyakrong county
G1KR2352,夕昌修行院; bse chang sgom grwa/,35.71,102.57447,循化县; ya rdzi rdzong /
G1KR1013,哈加寺,31.28333,97.51667,昌都县; chab mdo rdzong /; Chamdo county
G1KR278,甲斯宫寺; bkra shis gling dgon/,31.1,101.86667,rong brag rdzong /; Rongdrak county; 丹巴县
G1PD96034,hu kya zi bkra shis chos 'khor gling /; 胡李家寺,35.86862,102.82443,民和县; bka' ma log rdzong /
G4577,dpal ldan rtse dgon pa/; 班旦孜寺,29.90549,91.08465,lhun grub rdzong /; 林周县; Lhundrub county
G3617,kam po gnas nang dgon/,,,li thang rdzong /; 理塘县; Litang county; kaM po gangs rwa/
G1KR1764,穷措寺; phyug tsho dgon/,31.04036,86.622393,Nyima county; nyi ma rdzong /; 尼玛县
G803,skyid mo grong dpal ri grwa sa/,,,skyid rong /
G1KR1220,嘎吉寺,30.83333,97.86667,brag g.yab rdzong /; 察雅县; Drakyap County
G4284,tsha smad thugs chags dgon/,,,
G1KR1122,拉多寺,30.61667,98.9,贡觉县; Gongjo County; go 'jo rdzong /
G1KR7,byams pa dgon/; 弥勒寺,31.61013,103.21152,li xian; bkra shis gling rdzong /; 理县
G3390,'gom dgon gsar dgon/,,,Biru county; 'bri ru rdzong /; 比如县; rlan chu shang ('bri ru rdzong); 'gom tsho shog
G4814,spel sgo dgon pa/,,,
G3993,khang dmar na mdo dgon/; 康玛朗多寺,32.63334,99.73333,gser thar rdzong /; 色达县; Serta county
G1PD96008,宏化寺; mdzo mo mkhar/,36.04274,102.92569,民和县; bka' ma log rdzong /
G3087,reb gong gnyan thog dgon/,,,同仁县; Rebkong County; reb gong rdzong /; gnyan thog
G412,bsam sdings dgon pa/; Samding Monastery; 桑丁寺,28.97853,90.48091,sna dkar rtse rdzong /; Nangkartse County; 浪卡子县; yar 'brog
G2LS534,gdong po rab brtan dgon/,,,rtsa mda' rdzong /; 札达县; Tsada County
G501,年毛寺; snyan mo dgon/,33.73,99.43,'dzugs skrun zhang /
G2727,求嘎寺; chos sgar dgon/,32.06421,96.05794,nang chen rdzong /; 囊谦县; Nangchen County
G2420,pho phe dgon/,,,chu shur rdzong /; 曲水县; Chushur County
G3222,土哇寺; mthu ba dgon/,36.05,102.5222,化隆回族自治县; ba yan rdzong /
G1KR179,连则寺; gnyan rtse dgon/,33.02822,101.61635,阿坝县; rnga ba rdzong /
G2550,龙喜寺; klung shod dgon/,32.66369,96.60918,yul shul rdzong /; 玉树县
G3303,chos sde dgon/; Chode; 曲德寺,29.41592,90.17052,snye mo rdzong /; 尼木县; Nyemo county; thar rung shang (snye mo rdzong)
G1KR1067,佐龙寺,31.45,98.15,Joda County; 'jo mda' rdzong /; 江达县
G1KR532,seng 'byor dgon/; 申九寺,32,99.48333,sde dge rdzong /; 德格县; Derge County
G2LS558,热尼寺; rad ni gtsug lag khang /,31.68,78.9,rtsa mda' rdzong /; 札达县; Tsada County
G4867,乔典夏尔寺; mchod rten shar dgon/,34.91011,102.91285,gtsos grong khyer/; Zoi City; 合作市; sna bug zhang (bsang chu)
G1792,mdo thog dgon/,,,'bos pa zhang ( pad+ma rdzong)
G1906,查乃亥寺; tsha nag dgon/,35.67244,101.2662,贵南县; mang ra rdzong /
G1KR1257,色布寺,30.01667,97.15,八宿县; Pashod County; dpa' shod rdzong /
G3449,bzang lding dgon/,,,stag rtse rdzong /; 达孜县; Taktse county; grib khul/
G1613,ye shes dgon/; 益西寺,30.93333,100.31667,nyag rong rdzong /; 新龙县; Nyakrong county
G2194,托林寺; mtho lding dgon pa/,31.49,79.8,rtsa mda' rdzong /; 札达县; Tsada County; rtsa rang shang (rtsa mda' rdzong)
G3JT12537,bo ri yAd anA dga' ldan bshad sgrub gling gi par khang /; Aninsky datsan,52.270754,109.82485,Buryatia
G1KR2417,郭麻日寺; sgo dmar sgar/,35.58605,102.03,reb gong /; 同仁县; Rebkong County; reb gong rdzong /
G2421,sbang dkar dgon/,,,chu shur rdzong /; 曲水县; Chushur County
G1837,贡巴寺; gong ba grwa tshang /; Gongwa Dratsang,36.05,101.47665,khri ka rdzong /; 贵德县
G1KR2603,曲布藏寺; chu bzang mtshams khang /,35.6,100.43,贵南县; mang ra rdzong /
G1KR107,ban de lung dgon/; 板灯寺,31.86152,101.72145,马尔康县; Barkham County; 'bar khams rdzong /
G1KR226,lung bzang ri khrod/; 龙让寺,34.23996,102.87845,mdzod dge rdzong /; 若尔盖县
G1KR1068,宗扎寺,31.45,98.15,Joda County; 'jo mda' rdzong /; 江达县
G1KR1693,白嘎寺,31.2,94.03333,Biru county; 'bri ru rdzong /; 比如县
G4779,nor bu dpal chen/,,,pan/
G2CN10946,dar rgyas gling /; 大吉岭寺,31.95,100.26667,dkar mdzes rdzong /; Kartse County; 甘孜县
G1KR2007,g.yung drung 'khyil ba'i dgon/; 恰日寺,33.85965,103.3431,迭部县; the bo rdzong /
G1KR2711,周巴寺; brug pa dgon pa/,32.85423,96.58437,yul shul rdzong /; 玉树县
